id,url,duration,desc,play_count,digg_count,comment_count,share_count,music_play_url
7465828258307755294,https://tiktok.com/@/video/7465828258307755294,20,Category is ✨versatile✨ airplane mode out everywhere on 2/7 🌱 #flyanaboss #newmusic ,81724,8508,93,71,https://v77.tiktokcdn-eu.com/36b350fb0ee7467aee0e768d537ba219/680d399c/video/tos/maliva/tos-maliva-ve-27dcd7c799-us/oM5eegYrbJG4A8S5QfshKil36oLvMbzI389ee0/?a=1233&bti=NDU3ZjAwOg%3D%3D&ch=0&cr=0&dr=0&er=2&cd=0%7C0%7C0%7C0&br=250&bt=125&ft=.NpOcInz7Thsfd6KXq8Zmo&mime_type=audio_mpeg&qs=6&rc=NzxnZGY1NjszOGg7ZjVnO0BpanNzbnQ5cnl5eDMzaTU8NEBhYWBgNl5eNjExLjEtNTYtYSNybGtzMmQ0M2FgLS1kMTJzcw%3D%3D&vvpl=1&l=2025042603523967B5936DC0ECA10929A8&btag=e000b8000&download=true
7350676728605363499,https://tiktok.com/@/video/7350676728605363499,31,La couleur de ça 😍 La beauté de ça🥰 Oh my Gaaaaaaaaaaaaaaa 😂 #crochet #crochetbag #tricot #handmade #trending #transition #crochetgirl ,90006,9797,133,94,https://v16m.tiktokcdn-us.com/3b28e68d6b5a7c6cabb2c339139de68c/67e79e08/video/tos/useast5/tos-useast5-v-27dcd7c799-tx/oAlAJ7HCkBnEeCiJ9B0ErMkAARU3QpfBlZzBin/?a=1233&bti=ODszNWYuMDE6&ch=0&cr=0&dr=0&er=0&lr=default&cd=0%7C0%7C0%7C0&br=250&bt=125&ds=5&ft=GSDrKInz7ThvGryOXq8Zmo&mime_type=audio_mpeg&qs=13&rc=ajp5ZHc5cmx2bzMzNzU8M0Bpajp5ZHc5cmx2bzMzNzU8M0BnNnIuMmRjbTBgLS1kMTZzYSNnNnIuMmRjbTBgLS1kMTZzcw%3D%3D&vvpl=1&l=2025032901144928BCC0907780E51BFD3E&btag=e00048000
7301667264015699242,https://tiktok.com/@/video/7301667264015699242,61,Don't throw away your broken phone #homemadevan #diy #phonecontrol #phone #foryoupage ,723114,20620,512,1798,https://sf19.tiktokcdn-us.com/obj/tos-alisg-ve-2774/6348afe93d20431e93a090597eb21646
7435730147657174318,https://tiktok.com/@/video/7435730147657174318,69,Shes on the loose literally cant keep her in one spot!! #fyp #foryou #babydakota #fypage ,95898,15890,278,907,https://v16m.tiktokcdn-us.com/05c8d0c75c5a43bf0db55b032f012e72/67f6a482/video/tos/useast5/tos-useast5-v-27dcd7-tx/ocB2xTfKAELIziAKTF1ABapDimEBBESwETAAUM/?a=1233&bti=NDU3ZjAwOg%3D%3D&ch=0&cr=0&dr=0&er=2&cd=0%7C0%7C0%7C0&br=250&bt=125&ds=5&ft=GSDrKInz7Th7wR3OXq8Zmo&mime_type=audio_mpeg&qs=13&rc=amVrN285cmdqdjMzZzU8NEBpamVrN285cmdqdjMzZzU8NEAuM2RvMmRjXmxgLS1kMS9zYSMuM2RvMmRjXmxgLS1kMS9zcw%3D%3D&vvpl=1&l=202504091045491C3007EB17EF52032F05&btag=e00050000&download=true
7292370825833991455,https://tiktok.com/@/video/7292370825833991455,266,"Replying to @Greenwichstitcher so much to say here. All companies do go up and down in quality as their focus shift and maintaining a high standard is a difficult thing for any company to do so other i will agree it is possible there are some Tiffany products that some designs don’t meet earliest standards, and they certainly take risk with some product designs that don’t always succeed. Overall, they are a benchmark for quality and all other fine jewelry and High Jewelry companies could only dream of been as good. ##tiffanyjewelry##tiffanyandco##tiffanytwire##tiffanyandco##jewelrytiktok",506987,31089,299,619,https://sf16.tiktokcdn-us.com/obj/tos-alisg-ve-2774/7776172bb19a49c89a9506853c72a930
7476284645655530798,https://tiktok.com/@/video/7476284645655530798,9,"This way,it’s way more streamlined!🧐#iphonetricks#iphone#iphonetips#apple#ios#ios18#usa_tiktok#techtok",916191,11052,51,515,https://v16m.tiktokcdn-us.com/1e23ac7ff55611afe263d47a966ecfe8/67f9c5f4/video/tos/useast5/tos-useast5-v-27dcd7-tx/99bae271a75d45f996986b89d8517c5e/?a=1233&bti=NDU3ZjAwOg%3D%3D&ch=0&cr=0&dr=0&er=2&cd=0%7C0%7C0%7C0&br=250&bt=125&ds=5&ft=GSDrKInz7ThjDP.OXq8Zmo&mime_type=audio_mp4&qs=13&rc=anltaWg6ZjNqOjMzZzU8NEBpanltaWg6ZjNqOjMzZzU8NEAva15ocjQwaWVgLS1kMS9zYSMva15ocjQwaWVgLS1kMS9zcw%3D%3D&vvpl=1&l=202504111946111DBDD79010FF751E28D1&btag=e00078000&download=true
7495461026071072043,https://tiktok.com/@/video/7495461026071072043,6,,380747,120359,408,8469,https://v19.tiktokcdn-us.com/cb6557983a5dc0f8e929a051eca84cf5/6801dcdc/video/tos/useast5/tos-useast5-v-27dcd7-tx/ooeh8lMfE4P4MWZXflnFDAgCAQYfUeRQAAmeQ7/?a=1233&bti=NDU3ZjAwOg%3D%3D&ch=0&cr=0&dr=0&er=2&cd=0%7C0%7C0%7C0&br=250&bt=125&ds=5&ft=GSDrKInz7ThK5qoKXq8Zmo&mime_type=audio_mpeg&qs=13&rc=anNxZW45cnJ5eTMzZzU8NEBpanNxZW45cnJ5eTMzZzU8NEBscXBuMmRrLXNgLS1kMS9zYSNscXBuMmRrLXNgLS1kMS9zcw%3D%3D&vvpl=1&l=2025041723021309E56D356891B003FA04&btag=e00070000&download=true
7426368185416371461,https://tiktok.com/@/video/7426368185416371461,42,الله حيهم,388664,11719,411,1724,https://v77.tiktokcdn.com/28f15f6045f718e9847599f1559c3e4e/6838b4e5/video/tos/useast2a/tos-useast2a-v-27dcd7/o0fTPHICBABiALQ69EB9JnEpDEAFEwJpeiXUA2/?a=1233&bti=NDU3ZjAwOg%3D%3D&ch=0&cr=0&dr=0&er=2&cd=0%7C0%7C0%7C0&br=250&bt=125&ds=5&ft=.NpOcInz7ThCAe_KXq8Zmo&mime_type=audio_mpeg&qs=13&rc=andmZ3c5cjd2djMzNzU8M0BpandmZ3c5cjd2djMzNzU8M0Bfa2ZxMmRjMjRgLS1kMTZzYSNfa2ZxMmRjMjRgLS1kMTZzcw%3D%3D&vvpl=1&l=202505290325468291A71478B37827B43D&btag=e00048000&cc=13&download=true
7433740264520437038,https://tiktok.com/@/video/7433740264520437038,13,My spidey sense was tingling miliseconds before it snagged the throat plate #haleyeahwoodworks #shopsafety #imstillgonnasendit,4701930,85327,462,6806,https://v16m.tiktokcdn-us.com/3028548e12c2a6d34b3b198b9e7f9798/67f9e3e0/video/tos/useast5/tos-useast5-v-27dcd7-tx/2ef79525a07c47c1b3d34e9b793b2672/?a=1233&bti=NDU3ZjAwOg%3D%3D&ch=0&cr=0&dr=0&er=2&cd=0%7C0%7C0%7C0&br=250&bt=125&ds=5&ft=GSDrKInz7Th3aq.OXq8Zmo&mime_type=audio_mpeg&qs=13&rc=ajNnNzg6ZjZpaTMzZzU8NEBpajNnNzg6ZjZpaTMzZzU8NEA0ZzVocjQwaHFgLS1kMS9zYSM0ZzVocjQwaHFgLS1kMS9zcw%3D%3D&vvpl=1&l=202504112153538C61FDD0407B201EA770&btag=e00078000&download=true
7416584401196289322,https://tiktok.com/@/video/7416584401196289322,296,Walking you through my “Custom Facial” 🫧 This is for my clients whose main goal is to achieve a deep clean of their skin/pores. #deepcleanfacial #deepcleansing #cleansingfacial #facialextractions #extractions #deepcleanse #circadia #creatorsearchinsights,323300,17256,184,588,https://v19.tiktokcdn-us.com/f216d15a01a6728837873ca8c16c6798/67f9e9d3/video/tos/useast5/tos-useast5-v-27dcd7-tx/oYmF2UBbEyJSDBAKKfeTtEQVmEAABDqo7AEgCD/?a=1233&bti=NDU3ZjAwOg%3D%3D&ch=0&cr=0&dr=0&er=2&cd=0%7C0%7C0%7C0&br=250&bt=125&ds=5&ft=GSDrKInz7Th1IG.OXq8Zmo&mime_type=audio_mpeg&qs=13&rc=Mzlvang5cmxqdTMzZzU8NEBpMzlvang5cmxqdTMzZzU8NEBva142MmRrLWpgLS1kMS9zYSNva142MmRrLWpgLS1kMS9zcw%3D%3D&vvpl=1&l=20250411221435AAE605B240C8BA1FDE72&btag=e00058000&download=true
