id,url,error
7504226840404380959,https://tiktok.com/@/video/7504226840404380959,exit_code=1
7498147346585242922,https://tiktok.com/@/video/7498147346585242922,exit_code=1
7432360560290778386,https://tiktok.com/@/video/7432360560290778386,exit_code=1
7487401446200151338,https://tiktok.com/@/video/7487401446200151338,exit_code=1
7323635956467207425,https://tiktok.com/@/video/7323635956467207425,exit_code=1
7453889961151024427,https://tiktok.com/@/video/7453889961151024427,exit_code=1
7426874332195900714,https://tiktok.com/@/video/7426874332195900714,exit_code=1
7321671163170540842,https://tiktok.com/@/video/7321671163170540842,exit_code=1
7506153641162722590,https://tiktok.com/@/video/7506153641162722590,exit_code=1
7450530938729155886,https://tiktok.com/@/video/7450530938729155886,exit_code=1
7474272648600554795,https://tiktok.com/@/video/7474272648600554795,exit_code=1
7502649040501247262,https://tiktok.com/@/video/7502649040501247262,exit_code=1
7449943550567009566,https://tiktok.com/@/video/7449943550567009566,exit_code=1
7505291510494301486,https://tiktok.com/@/video/7505291510494301486,exit_code=1
7503803115561438495,https://tiktok.com/@/video/7503803115561438495,exit_code=1
7476451640824827179,https://tiktok.com/@/video/7476451640824827179,exit_code=1
7478197812929236267,https://tiktok.com/@/video/7478197812929236267,exit_code=1
7508293040797158687,https://tiktok.com/@/video/7508293040797158687,exit_code=1
7313335682108525870,https://tiktok.com/@/video/7313335682108525870,exit_code=1
7482918678741273898,https://tiktok.com/@/video/7482918678741273898,exit_code=1
7481057783035497759,https://tiktok.com/@/video/7481057783035497759,exit_code=1
7322260089455398186,https://tiktok.com/@/video/7322260089455398186,exit_code=1
7422593617539239199,https://tiktok.com/@/video/7422593617539239199,exit_code=1
7444014251133406487,https://tiktok.com/@/video/7444014251133406487,exit_code=1
7463621889798327595,https://tiktok.com/@/video/7463621889798327595,exit_code=1
7440139310956842271,https://tiktok.com/@/video/7440139310956842271,exit_code=1
7454359483863665942,https://tiktok.com/@/video/7454359483863665942,exit_code=1
7417978908202601771,https://tiktok.com/@/video/7417978908202601771,exit_code=1
7251775030181285162,https://tiktok.com/@/video/7251775030181285162,exit_code=1
7479438199828368686,https://tiktok.com/@/video/7479438199828368686,exit_code=1
7291019368673168646,https://tiktok.com/@/video/7291019368673168646,exit_code=1
7349132964741123374,https://tiktok.com/@/video/7349132964741123374,exit_code=1
7437990351132052779,https://tiktok.com/@/video/7437990351132052779,exit_code=1
7458878281190837510,https://tiktok.com/@/video/7458878281190837510,exit_code=1
7465816599103016222,https://tiktok.com/@/video/7465816599103016222,exit_code=1
7426205986978811178,https://tiktok.com/@/video/7426205986978811178,exit_code=1
7455592118514470190,https://tiktok.com/@/video/7455592118514470190,exit_code=1
7498600922763840810,https://tiktok.com/@/video/7498600922763840810,exit_code=1
7507786706586832174,https://tiktok.com/@/video/7507786706586832174,exit_code=1
7465491862363622686,https://tiktok.com/@/video/7465491862363622686,exit_code=1
7314485818490359086,https://tiktok.com/@/video/7314485818490359086,exit_code=1
7491435486003662122,https://tiktok.com/@/video/7491435486003662122,exit_code=1
7504323731125308715,https://tiktok.com/@/video/7504323731125308715,exit_code=1
7473862827581705494,https://tiktok.com/@/video/7473862827581705494,exit_code=1
7509830889501658390,https://tiktok.com/@/video/7509830889501658390,exit_code=1
7287404642772716843,https://tiktok.com/@/video/7287404642772716843,exit_code=1
7435411844958866720,https://tiktok.com/@/video/7435411844958866720,exit_code=1
7496569064773422358,https://tiktok.com/@/video/7496569064773422358,exit_code=1
7369971722587753774,https://tiktok.com/@/video/7369971722587753774,exit_code=1
7465782990820363566,https://tiktok.com/@/video/7465782990820363566,exit_code=1
7498910956060216622,https://tiktok.com/@/video/7498910956060216622,exit_code=1
7337780199443991851,https://tiktok.com/@/video/7337780199443991851,exit_code=1
7430214013457272106,https://tiktok.com/@/video/7430214013457272106,exit_code=1
7230847722214018346,https://tiktok.com/@/video/7230847722214018346,exit_code=1
7167989984509660459,https://tiktok.com/@/video/7167989984509660459,exit_code=1
7489336153686936852,https://tiktok.com/@/video/7489336153686936852,exit_code=1
7442780330169306401,https://tiktok.com/@/video/7442780330169306401,exit_code=1
