id,url,duration,desc,play_count,digg_count,comment_count,share_count,music_play_url
7219601776272477482,https://tiktok.com/@/video/7219601776272477482,11,#foryou #fyp #xh ,342570787,5482901,456319,4643226,https://v19.tiktokcdn-us.com/c8b789f0dccae56a518d22b20a6b7c54/67f9d043/video/tos/useast5/tos-useast5-v-27dcd7c799-tx/e44e0cb6957a41b59c373a6057e52adc/?a=1233&bti=NDU3ZjAwOg%3D%3D&ch=0&cr=0&dr=0&er=2&cd=0%7C0%7C0%7C0&br=250&bt=125&ds=5&ft=GSDrKInz7ThsFP.OXq8Zmo&mime_type=audio_mpeg&qs=13&rc=M3g8ZzU6Zjg5ajMzNzU8M0BpM3g8ZzU6Zjg5ajMzNzU8M0A1NW5qcjRva2VgLS1kMTZzYSM1NW5qcjRva2VgLS1kMTZzcw%3D%3D&vvpl=1&l=2025041120295987A395D948F7AC1A78AB&btag=e00078000&download=true
7318665072786574622,https://tiktok.com/@/video/7318665072786574622,13,#puppy #pets #fypシ #foryou ,326121104,13984913,128356,1260405,https://v16m.tiktokcdn-us.com/01415526badf1c43cfae7c4b4b44e304/67e0c112/video/tos/useast5/tos-useast5-v-27dcd7c799-tx/oYkNxZPiY9EABRyUQEVofBCGDJewxQbaXgdnWD/?a=1233&bti=ODszNWYuMDE6&ch=0&cr=0&dr=0&er=0&lr=default&cd=0%7C0%7C0%7C0&br=250&bt=125&ft=GSDrKInz7Thzp1ROXq8Zmo&mime_type=audio_mpeg&qs=6&rc=aDMzPGhlaGVmMzQ7NzVoO0BpMzp0bWY6ZjQ3ajMzODU8NEA2YC0vMGAzNWExMC1gYy81YSNkZTZwcjQwX25gLS1kMS1zcw%3D%3D&vvpl=1&l=20250323201852BCD4A145C4FB25A97FF9&btag=e000b0000
7405077039516028193,https://tiktok.com/@/video/7405077039516028193,61,Part 20 | the End…. Watch these adorable toddlers hilariously freak out when their cactus toy talks back! 😂🌵  #babyreactions #funnykids #cactustoy #viral #toddlersoftiktok #toddlerreaction #kidsreaction #ToddlerLife #CuteAndFunny #BabyLaughs #ParentingHumor #KidFails #xyzbca #relatable #trending #itendswithus #novelshort #blakelively #verydemure #rush #rushtok #breakdance #d23 #17agustus #daughters #bebe #momcozy #hijo #bebestiktoks  cactus toys for talking videos | cactus baby reaction | cactus toys for kids | autistic dog | cactus cat reaction | cactus toys reaction compilation | cactus toys for cat |  baby using cactus **Warning ⚠️:** This video contains harmless pranks where people get playfully scared. No harassment or harm involved!,314200000,19700000,100800,3800000,https://v16m.tiktokcdn-us.com/098403f187483477fcec0c8e18d8d11f/67f9e93e/video/tos/useast2a/tos-useast2a-v-2370-euttp/o8bAvhviioYoziOnYEAeEyBSApEoidKAB7DgHE/?a=1233&bti=NDU3ZjAwOg%3D%3D&ch=0&cr=0&dr=0&er=2&cd=0%7C0%7C0%7C0&br=250&bt=125&ds=5&ft=GSDrKInz7ThOMG.OXq8Zmo&mime_type=audio_mpeg&qs=13&rc=M2lxZHU5cjU0dTMzZjU8M0BpM2lxZHU5cjU0dTMzZjU8M0A0Ml9gMmRrcS9gLS1kMWNzYSM0Ml9gMmRrcS9gLS1kMWNzcw%3D%3D&vvpl=1&l=20250411221601AAD453D353927F11FDDA&btag=e00050000&download=true
7404183113464778030,https://tiktok.com/@/video/7404183113464778030,60,Omg 😳 #fear #storm #northsea #dangerous ,293385729,14096127,59092,453106,https://sf19.tiktokcdn-us.com/obj/tos-alisg-ve-2774/oIAA1LvfQQdziABxI9ujsHiBwi7WoEOLrBC6Mj
7374499964082228523,https://tiktok.com/@/video/7374499964082228523,17,Help is on the way?! Lifes a hitch 🤣 #viral #funny #funnyvideos #AlaskaElevated #couples #couplegoals #husbandwife #fail @I Can Keto That ,274733146,15679734,142774,4131244,
7230455017583414529,https://tiktok.com/@/video/7230455017583414529,67,BEST MAGIC TRICK REACTIONS 😱😳 #magic #bestvideo #trending #reactions ,239796656,6087437,20206,167975,
7396892571705920799,https://tiktok.com/@/video/7396892571705920799,29,Moon 🌙 & Star ✨ beautiful n easy temporary tattoo......#tattoo #tattoink #art #drawing #asmr,238498665,3955015,12525,103762,https://v19.tiktokcdn-us.com/3ca256b064a472383839e0373ebc862c/67f99186/video/tos/useast8/tos-useast8-v-27dcd7-tx2/os5XtfDtIFCqI0BpYAEVAFUAE4wEfJzOmnVFAy/?a=1233&bti=NDU3ZjAwOg%3D%3D&ch=0&cr=0&dr=0&er=2&cd=0%7C0%7C0%7C0&br=250&bt=125&ds=5&ft=GSDrKInz7ThvL5.OXq8Zmo&mime_type=audio_mpeg&qs=13&rc=M3M5ZnY5cmVqdDMzaTU8NEBpM3M5ZnY5cmVqdDMzaTU8NEAza3NiMmRjaWdgLS1kMTJzYSMza3NiMmRjaWdgLS1kMTJzcw%3D%3D&vvpl=1&l=20250411160216938953D87608F5080F47&btag=e00078000&download=true
7252393384923401515,https://tiktok.com/@/video/7252393384923401515,67,#satisfy #satisfyingvideo #justinbieber #letmeloveyou ,225847665,15354454,56368,459007,
7215992782366739755,https://tiktok.com/@/video/7215992782366739755,41,#fyp #fish #fishing #fishtok #fishingtips #amazing ,216340209,4911265,23053,30218,https://v16m.tiktokcdn-us.com/422d876856cf7399c13fb53913a49da6/68023931/video/tos/useast5/tos-useast5-v-27dcd7-tx/deddf1fb1899422eb81a7dcb913a300e/?a=1233&bti=NDU3ZjAwOg%3D%3D&ch=0&cr=0&dr=0&er=2&cd=0%7C0%7C0%7C0&br=250&bt=125&ds=5&ft=GSDrKInz7ThGM9oKXq8Zmo&mime_type=audio_mpeg&qs=13&rc=anhyaWQ6Zmo4ajMzZzU8NEBpanhyaWQ6Zmo4ajMzZzU8NEBibV5wcjRvamZgLS1kMS9zYSNibV5wcjRvamZgLS1kMS9zcw%3D%3D&vvpl=1&l=2025041805353646839F51FE91C5106539&btag=e00048000&download=true
7312171565779553569,https://tiktok.com/@/video/7312171565779553569,74,😂#mo #fyp #fypシ @👑mo👑  @👑mo👑  @👑mo👑 ,209000000,125200,2519,2700000,https://v16m.tiktokcdn-eu.com/9ab5ea33b292a2a27ac2da831ff10c60/684c7bf0/video/tos/useast2a/tos-useast2a-v-2370-euttp/osjW6E1TBeQTvEMK59FfGEg2pD7IqDIGTBDfof/?a=1233&bti=NDU3ZjAwOg%3D%3D&ch=0&cr=0&dr=0&er=2&cd=0%7C0%7C0%7C0&br=250&bt=125&ft=.NpOcInz7ThtbiqKXq8Zmo&mime_type=audio_mpeg&qs=6&rc=NWc0ZTVoZTw2ZDk5Ozs7NEBpajx5O3k5cnEzbzMzZjU8M0BgXi5gLTUuNjUxLS1gYzE2YSMuX3EwMmRzbnFgLS1kMWNzcw%3D%3D&vvpl=1&l=20250612192733A66FCAE8F6108619D201&btag=e00090000&download=true
